Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 73.0.3683.75,,2019-04-17 15:10:55,2019-04-17 15:10:55,0.096s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:10:55,2019-04-17 15:10:56,1.003s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 15:10:56,2019-04-17 15:10:56,0.123s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:10:56,2019-04-17 15:10:57,1.002s,PASSED
verifyElementPresent,Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.045s,PASSED
Statement - table = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/Search/table),Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.004s,PASSED
Statement - println(table),Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.003s,PASSED
"Statement - TableRows = CustomKeywords.custom_keyword.WebUICustomKeywords.getHtmlTableRows(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/Search/table), ""tbody"")",Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.055s,PASSED
Statement - TableRows_All = TableRows.size(),Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.002s,PASSED
Statement - println(TableRows_All),Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.001s,PASSED
"Statement - For ([i = 1, i <= TableRows_All, (i++)])",Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.252s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 15:10:57,2019-04-17 15:10:57,0.005s,PASSED
