Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
new user,Chrome 73.0.3683.75,\u4EBA\u5458\u7BA1\u7406,2019-04-17 11:04:20,2019-04-17 11:09:22,5m - 2.003s,PASSED
,,,,,,
Test Cases/001_Login_Home/002_Login,Chrome 73.0.3683.75,登录（记住密码）,2019-04-17 11:04:20,2019-04-17 11:04:34,14.074s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:20,2019-04-17 11:04:20,0.010s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:21,2019-04-17 11:04:27,6.683s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:27,2019-04-17 11:04:28,1.010s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 11:04:28,2019-04-17 11:04:29,0.501s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:29,2019-04-17 11:04:30,1.004s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 11:04:30,2019-04-17 11:04:30,0.242s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:30,2019-04-17 11:04:31,1.004s,PASSED
"Statement - R = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementChecked(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Login/remember_password), 10)",Chrome 73.0.3683.75,,2019-04-17 11:04:31,2019-04-17 11:04:31,0.056s,PASSED
Statement - If (R),Chrome 73.0.3683.75,,2019-04-17 11:04:31,2019-04-17 11:04:31,0.003s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 11:04:31,2019-04-17 11:04:31,0.097s,PASSED
"Statement - a = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(homepage/a_homepage), 40)",Chrome 73.0.3683.75,,2019-04-17 11:04:31,2019-04-17 11:04:32,0.593s,PASSED
Statement - If (a),Chrome 73.0.3683.75,,2019-04-17 11:04:32,2019-04-17 11:04:32,0.371s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:32,2019-04-17 11:04:32,0.007s,PASSED
,,,,,,
"Test Cases/002_System_,Manage/001_User_Manage/001_Enter_User",Chrome 73.0.3683.75,从系统设置进入人员管理,2019-04-17 11:04:34,2019-04-17 11:04:40,5.788s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:34,2019-04-17 11:04:34,0.007s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:35,2019-04-17 11:04:35,0.003s,NOT_RUN
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:35,2019-04-17 11:04:36,1.002s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 11:04:36,2019-04-17 11:04:36,0.105s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:36,2019-04-17 11:04:37,1.005s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 11:04:37,2019-04-17 11:04:37,0.302s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:37,2019-04-17 11:04:38,1.002s,PASSED
"Statement - verify_user = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/cite_usertable), 0)",Chrome 73.0.3683.75,,2019-04-17 11:04:38,2019-04-17 11:04:38,0.044s,PASSED
Statement - If (verify_user),Chrome 73.0.3683.75,,2019-04-17 11:04:38,2019-04-17 11:04:38,0.005s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:38,2019-04-17 11:04:38,0.007s,PASSED
,,,,,,
"Test Cases/002_System_,Manage/001_User_Manage/002_Add_user",Chrome 73.0.3683.75,信息全部输入，或者支持不填写邮箱，保存成功。最后通过搜索刚才添加的用户，验证是否成功添加。,2019-04-17 11:04:40,2019-04-17 11:04:57,17.144s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:40,2019-04-17 11:04:40,0.005s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 11:04:40,2019-04-17 11:04:40,0.002s,NOT_RUN
comment,Chrome 73.0.3683.75,,2019-04-17 11:04:40,2019-04-17 11:04:40,0.001s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 11:04:40,2019-04-17 11:04:41,0.164s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:41,2019-04-17 11:04:42,1.004s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 11:04:42,2019-04-17 11:04:43,1.006s,PASSED
